District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),JAMES MEMORIAL PRIMARY SECHOOL FOR THE NEEDY_2026_new,581,3311-2-03917,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR GBOM-LIMBA (MARAMPA),DISTRICT EDUCATION COMMITTEE BAPTIST PRIMARY SCHOOL_2026_new,349,3311-2-03901,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LABOUR CAMP LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,369,3311-2-03900,Old
PORT LOKO,MARAMPA,LUNSAR CHC,KASAB (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,270,3311-2-03902,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),BETHEL PRIMARY SCHOOL MADIGBO_2026_new,253,3311-2-03866,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,SAINT THOMAS NORWICH PRIMARY SCHOOL / DUPLICATE_2026_new,100,3311-2-15289,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,LUNSAR ISLAMIC ACADEMY PRIMARY SCHOOL_2026_new,155,3311-2-15284,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR BOYS_2026_new,618,3311-2-03860,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,DEVINE PREPARATORY PRIMARY SCHOOL_2026_new,120,3311-2-15286,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),THE DOOR PRIMARY SCHOOL_2026_new,232,3311-2-03939,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL BOYS_2026_new,275,3311-2-03859,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),KELLETT INTERNATIONAL ORPHANAGE PRIMARY SCHOOL_2026_new,195,3311-2-03915,Old
PORT LOKO,MARAMPA,LUNSAR CHC,MAGBAFTH (MARAMPA),DISTRICT EDUCATION COMMITTEE CHURCH OF FREEDOM PRIMARY SCHOOL_2026_new,302,3311-2-03922,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,LUNSAR ISLAMIC ACADEMY_2026_new,190,3311-2-15280,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),OUR LADY OF GUADALUPE PRIMARY SCHOOL_2026_new,780,3311-2-03849,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENIOR_2026_new,320,3311-2-03911,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,494,3311-2-03903,Old
PORT LOKO,MARAMPA,LUNSAR CHC,MAGBAFTH (MARAMPA),KALLAY BAH ISLAMIC PRIMARY SCHOOL_2026_new,313,3311-2-03924,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),IDEAS SPECIAL SERVICE ACADEMY PRIMARY SCHOOL_2026_new,160,3311-2-03893,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,415,3311-2-03853,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SAINT MATHIAS PRIMARY SCHOOL LUNSAR_2026_new,283,3311-2-03854,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE PRIMARY CHURCH SCHOOL CHAINDATTA_2026_new,166,3311-2-03872,Old
PORT LOKO,MARAMPA,LUNSAR CHC,ROBONKA (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,97,3311-2-12010,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),JOSEPHINE BAKHITA PRIMARY SCHOOL_2026_new,244,3311-2-03933,Old
PORT LOKO,MARAMPA,LUNSAR CHC,ROGBALLAN VILLAGE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,237,3311-2-03919,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,512,3311-2-03910,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA) PORTLOKO ROAD,HOPE INTERNATIONAL PRIMARY SCHOOL_2026_new,58,9999-9-99999,Old
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR (MARAMPA) DUMPA LINE USA,JUST HOPE BAPTIST PRIMARY SCHOOL_2026_new,140,9999-9-99999,New
PORT LOKO,MARAMPA,LUNSAR CHC,LUNSAR,EBENEZER BAPTIST PRIMARY SCHOOL_2026_new,89,9999-9-99999,New
PORT LOKO,KOYA,Mabaimba Adama MCHP,MABAIMBA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,23,3306-2-03683,New
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROTHCOMP (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,83,3306-2-03520,Old
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROGBANTAMA (KOYA),HOPE ACADEMIC PRIMARY SCHOOL_2026_new,140,3306-2-11973,Old
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROGBOM (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,255,3306-2-03682,Old
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROTUMBA (KOYA),COMMUNITY PRIMARY SCHOOL_2026_new,277,3306-2-03680,Old
PORT LOKO,KOYA,Mabaimba Adama MCHP,ROSEMGBEH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,253,3306-2-03679,Old
PORT LOKO,MACONTEH,Mabain MCHP,MALAL KONTEH (MACONTEH),KANKAYLAY ISLAMIC PRIMARY SCHOOL MALAL KONTEH_2026_new,139,3308-2-03750,Old
PORT LOKO,MACONTEH,Mabain MCHP,ROKRIRMA (MACONTEH),EARLY CHILDHOOD DEVELOPMENT PRIMARY SCHOOL_2026_new,80,3308-2-12005,Old
PORT LOKO,MACONTEH,Mabain MCHP,MAKING (MACONTEH),EARLY CHILDHOOD DEVELOPMENT PRIMARY SCHOOL_2026_new,130,3308-2-12004,Old
PORT LOKO,MACONTEH,Mabain MCHP,MAKIN (MACONTEH),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,332,3308-2-03752,Old
PORT LOKO,MAFORKI,MABONI CHP,MAGBATEH (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,152,3309-2-03796,Old
PORT LOKO,MAFORKI,MABONI CHP,ROFANYEA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,164,3309-2-03793,Old
PORT LOKO,MAFORKI,MABONI CHP,MABNIE (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,242,3309-2-03792,Old
PORT LOKO,MAFORKI,MABONI CHP,MADORA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,310,9999-9-99999,Old
PORT LOKO,KOYA,Mabora MCHP,MAKENI FERRY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,323,3306-2-03667,Old
PORT LOKO,KOYA,Mabora MCHP,ROTIFUNK KOYA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,320,3306-2-03656,Old
PORT LOKO,KOYA,Mabora MCHP,MASAFFIE (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,258,3306-2-03657,Old
PORT LOKO,KOYA,Mabora MCHP,ROSARR (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,288,3306-2-03589,Old
PORT LOKO,KOYA,Mabora MCHP,ROBIS (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,262,3306-2-11967,Old
PORT LOKO,KOYA,Mabora MCHP,MAGBANKU (KOYA),FATIMA ZARAH ISLAMIC COMMUNITY PRIMARY SCHOOL_2026_new,150,3306-2-03601,Old
PORT LOKO,KOYA,Mabora MCHP,MASUMAILLA (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,271,3306-2-03668,Old
PORT LOKO,MAFORKI,MAFOIMARA CHP,MAFOIMARA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,217,3309-2-03812,Old
PORT LOKO,MAFORKI,MAFOIMARA CHP,ROYABA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,274,3309-2-03813,Old
PORT LOKO,MAFORKI,MAFOIMARA CHP,MAMAI KANU (MAFORKI),SIERRA LEONE CHURCH PRIMARY SCHOOL_2026_new,367,3309-2-03810,Old
PORT LOKO,MAFORKI,MAFORAY MCHP,FOROAD BANA (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,167,3309-2-03831,Old
PORT LOKO,MAFORKI,MAFORAY MCHP,RO-GBET (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,311,3309-2-03799,Old
PORT LOKO,MAFORKI,MAFORAY MCHP,BABARA (MAFORKI),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,233,3309-2-03819,Old
PORT LOKO,MAFORKI,MAFORAY MCHP,MAGHARRAMA,LOVE'S - DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,245,9999-9-99999,Old
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,MAGBAINGBIRA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,229,3309-2-03814,New
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,GBERAY BANA (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,186,3309-2-03782,Old
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,ROFOINDU (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,199,3309-2-03832,Old
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,ROBOMP KAN KAMARA,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,90,3309-2-15268,Old
PORT LOKO,MAFORKI,MAGBAINGBERA MCHP,MAKELIE (MAFORKI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,176,3309-2-03816,Old
PORT LOKO,MARAMPA,MAGBIL CHC,MARAMPA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,374,3311-2-03883,Old
PORT LOKO,MARAMPA,MAGBIL CHC,MAFORKIE (MARAMPA),KULAFAI RASHIDEEN PRIMARY SCHOOL_2026_new,372,3311-2-03880,Old
PORT LOKO,MARAMPA,MAGBELLE CHP,MAGBELE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,195,3311-2-03867,Old
PORT LOKO,MARAMPA,MAGBELLE CHP,ROBONKA,BROTHER MUSA PRIMARY SCHOOL_2026_new,65,3311-2-15285,Old
PORT LOKO,MARAMPA,MAGBELLE CHP,ROBONKA,BROTHER MUSA ISLAMIC PRIMARY SCHOOL_2026_new,77,3311-2-15281,Old
PORT LOKO,KOYA,Magbeni MCHP,LAYAH (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,348,3306-2-03550,Old
PORT LOKO,KOYA,Magbeni MCHP,MANO BUNDU (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,352,3306-2-03552,Old
PORT LOKO,KOYA,Magbeni MCHP,MAGBANI (KOYA),MARAMPA ACADEMY PRIMARY SCHOOL_2026_new,195,3306-2-12791,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA LUNGI (KAFFU BULLOM),SAINT JOSPH JUNIOR PRIMARY SCHOOL_2026_new,532,3303-2-03376,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOLIA (KAFFU BULLOM),SAINT JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL - SENIOR_2026_new,476,3303-2-03363,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,223,3303-2-03362,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHARA (KAFFU BULLOM),SHEPHERD FOUNDATION PRIMARY SCHOOL_2026_new,190,3303-2-03375,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),MODEL AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,285,3303-2-03367,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),BAPTIST PRIMARY SCHOOL MASOILA_2026_new,501,3303-2-03365,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,TULUN (KAFFU BULLOM),KING FAHAD ISLAMIC PRIMARY SCHOOL_2026_new,226,3303-2-03293,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,472,3303-2-03364,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL_2026_new,215,3303-2-03368,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),JESUS IS THE WAY PRIMARY SCHOOL MASOILA_2026_new,98,3303-2-03366,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA (KAFFU BULLOM),THE DOOR INTERNATIONAL ACADEMY PRIMARY SCHOOL_2026_new,125,3303-2-03385,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAKER KAMBIA (KAFFU BULLOM),GOD HISTORY MAKER PRIMARY SCHOOL_2026_new,59,3303-2-12458,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,TULUN (KAFFU BULLOM),HOPE PRIMARY SCHOOL_2026_new,74,3303-2-03292,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHERA LUNGI (KAFFU BULLOM),THE LIGHT GOOD SAMARITAN PRIMARY SCHOOL_2026_new,47,3303-2-03383,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MASOILA (KAFFU BULLOM),WORD OF EXPLOSION PRIMARY SCHOOL LUNGI_2026_new,28,3303-2-03380,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,MAHARA (KAFFU BULLOM),AGWWEM INTERNATIONAL BILINGUAL PRIMARY SCHOOL_2026_new,105,3303-2-03271,Old
PORT LOKO,KAFFU BULLOM,MAHERA CHC,LASPALMAS,Bethel Fellowship Primary School_2026_new,207,9999-9-99999,New
PORT LOKO,KAFFU BULLOM,MAHERA CHC,KAMBIA,Regmel Primary School_2026_new,184,9999-9-99999,New
PORT LOKO,MAFORKI,MAKABA CHP,MAKOROBOLAI (MAFORKI),OUR COMMUNITY PRIMARY SCHOOL_2026_new,111,3309-2-03807,New
PORT LOKO,MAFORKI,MAKABA CHP,MAKABA (MAFORKI),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL_2026_new,161,3309-2-03806,Old
PORT LOKO,MAFORKI,MAKABA CHP,MABONDO (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,188,3309-2-03805,Old
PORT LOKO,MAFORKI,MAKABA CHP,KONTA,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,0,9999-9-99999,Old
PORT LOKO,MARAMPA,MAKABO MCHP,LAL SOSO (MARAMPA),LAL SOSO COMMUNITY PRIMARY SCHOOL_2026_new,35,3311-2-03856,New
PORT LOKO,MARAMPA,MAKABO MCHP,MAKABO (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,100,3311-2-03871,Old
PORT LOKO,KOYA,Makalie MCHP,MAKAMBORIE (KOYA),CHURCH OF GOD OF PROPHECY PRIMARY SCHOOL_2026_new,147,3306-2-03574,Old
PORT LOKO,KOYA,Makalie MCHP,MAKALI (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,191,3306-2-03635,Old
PORT LOKO,KOYA,Makalie MCHP,ROGBERAY (KOYA),EVANGELICAL MODEL PRIIMARY SCHOOL_2026_new,171,3306-2-03540,Old
PORT LOKO,KOYA,Makalie MCHP,MAYOMRA (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,195,3306-2-03554,Old
PORT LOKO,KOYA,Makarankay CHP,MAKARANKAY (KOYA),SIERRA LEONE ISLAMIC FEDERATION PRIMARY SCHOOL_2026_new,424,3306-2-03636,Old
PORT LOKO,KOYA,Makarankay CHP,MABARRO (KOYA),ALHAJI IBRAHIM MEMORIAL PRIMARY SCHOOL MABARRO_2026_new,268,3306-2-03646,Old
PORT LOKO,KOYA,Makarankay CHP,Matimba 1,SAT Koroma Primary School_2026_new,149,9999-9-99999,Old
PORT LOKO,KOYA,Makieteh CHP,MAKITEH VILLAGE,LINCOLN PRIMARY SCHOOL_2026_new,241,3306-2-15436,New
PORT LOKO,KOYA,Makieteh CHP,MATHENEH (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,208,3306-2-03613,Old
PORT LOKO,KOYA,Makieteh CHP,MAGBANKAPIE (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,297,3306-2-03582,Old
PORT LOKO,KOYA,Makieteh CHP,MAGBOR (KOYA),AHMADIYYA MUSLIM PRIMARY SCHOOL_2026_new,144,3306-2-03617,Old
PORT LOKO,KOYA,Makieteh CHP,Patifu Gallop,Keeping Hope Alive Elemantry Primary School_2026_new,131,9999-9-99999,Old
PORT LOKO,BAKEH LOKO,Malal CHP,MAKONTEH (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,303,3301-2-03185,New
PORT LOKO,BAKEH LOKO,Malal CHP,GBONKOH MAYEAME (BAKEH LOKO),MILENTASH PRIMARY SECHOOL_2026_new,192,3301-2-12485,Old
PORT LOKO,BAKEH LOKO,Malal CHP,KABATHA VILLAGE (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,95,3301-2-11941,Old
PORT LOKO,BAKEH LOKO,Malal CHP,SINT-KAMALO (BAKEH LOKO),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,50,3301-2-13057,Old
PORT LOKO,BAKEH LOKO,Malal CHP,SINT KAMALO (BAKEH LOKO),CONFORTI COMMUNITY PRIMARY SCHOOL_2026_new,196,3301-2-03186,Old
PORT LOKO,BAKEH LOKO,Malal CHP,MALAL (BAKEH LOKO),SAINT ANTHONY ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,402,3301-2-03208,Old
PORT LOKO,BAKEH LOKO,Malal CHP,KONTA KATIC (MAFORKI),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,343,3309-2-03790,Old
PORT LOKO,BAKEH LOKO,Malal CHP,KONTHA KATIC,SIERRA SWEDEN INTERNATIONAL PRIMARY SCHOOL_2026_new,225,3301-2-15265,Old
PORT LOKO,BAKEH LOKO,Malal CHP,MAYAN,CHILDREN'S WELFEAR PRIMARY SCHOOL_2026_new,146,9999-9-99999,Old
PORT LOKO,BAKEH LOKO,Malal CHP,ROBAT,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,188,9999-9-99999,New
PORT LOKO,KAMASONDO,Malap CHP,MALAP (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,357,3304-2-03464,New
PORT LOKO,KAMASONDO,Malap CHP,MASHEKA (KAMASONDO),KANKALYLAY ISLAMIC PRIMARY SCHOOL_2026_new,304,3304-2-03465,Old
PORT LOKO,THAINKATOPA,MALEKURAY CHC,BENKIA (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,81,3313-2-04029,Old
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA) (ROBAT),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,164,3310-2-12002,Old
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,384,3310-2-03847,Old
PORT LOKO,MAKAMA,MALEKURAY CHC,MELEKURAY (MAKAMA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,253,3310-2-03844,Old
PORT LOKO,MAKAMA,MALEKURAYCHC,MAGBAPSA (MAKAMA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,319,3310-2-03843,Old
PORT LOKO,THAINKATOPA,MALEKURAYCHC,KAKUTA (THAINKATOPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,0,9999-9-99999,Old
PORT LOKO,KOYA,Malenkie CHP,ROPOLON (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,262,3306-2-03588,New
PORT LOKO,KOYA,Malenkie CHP,MADIGBA KALOP (KOYA),LOVE'S PRIMARY SCHOOL_2026_new,66,3306-2-03596,Old
PORT LOKO,KOYA,Malenkie CHP,MAYEKSON (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,189,3306-2-03586,Old
PORT LOKO,KOYA,Malenkie CHP,MASHERY POTHO (KOYA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,280,3306-2-03606,Old
PORT LOKO,KOYA,Malenkie CHP,KORRATHA (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,257,3306-2-03585,Old
PORT LOKO,KOYA,Malenkie CHP,Mabaifu,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,219,9999-9-99999,Old
PORT LOKO,MASIMERA,MAMALIGIE MCHP,BUN LINE (MASIMERA),UNITED METHODIST CHURCH PRIMARY SCHOOL_2026_new,287,3312-2-03981,New
PORT LOKO,MASIMERA,MAMALIGIE MCHP,MAMALIGIE (MASIMERA),UNITED METHODIST CHURCH PRIMARY SCHOOL_2026_new,216,3312-2-03982,Old
PORT LOKO,MASIMERA,MAMALIGIE MCHP,ROLINE KAPABALA,MAKAMOI PRIMARY SCHOOL_2026_new,145,9999-9-99999,Old
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),KANKALAY ISLAMIC PRIMARY SCHOOL SUMBUYA_2026_new,238,3303-2-03398,New
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),JESUS IS THE ANSWER PRIMARY SCHOOL_2026_new,165,3303-2-03387,Old
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,ROBIS (KAFFU BULLOM),SANAYA MEMORIAL PRIMARY SCHOOL_2026_new,275,3303-2-12468,Old
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,MAMANKIE (KAFFU BULLOM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,368,3303-2-03397,Old
PORT LOKO,KAFFU BULLOM,MAMANKIE CHC,SUMBUYA (KAFFU BULLOM),DAWOODU ISLAMIC PRIMARY SCHOOL_2026_new,255,9999-9-99999,Old
PORT LOKO,KAFFU BULLOM,MAMANKIE CHE,SIX MILE,Africa Muslim Agency Primary School_2026_new,420,9999-9-99999,New
PORT LOKO,MARAMPA,MAMUSA MCHP,MAKUTHENEH VILLAGE (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,181,3311-2-03918,New
PORT LOKO,MARAMPA,MAMUSA MCHP,ROMAMBOI (MARAMPA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,155,3311-2-03921,Old
PORT LOKO,MARAMPA,MAMUSA MCHP,MAMUSA (MARAMPA),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL LUNSAR_2026_new,234,3311-2-03927,Old
PORT LOKO,MARAMPA,MAMUSA MCHP,MALUA VILLAGE (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,105,3311-2-03926,Old
PORT LOKO,KAMASONDO,Mana II CHP,BOROUP (KAMASONDO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL_2026_new,549,3304-2-03486,Old
PORT LOKO,KAMASONDO,Mana II CHP,MANA 1 (Mayonkolie),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,286,3304-2-03491,Old
PORT LOKO,KAMASONDO,Mana II CHP,MAFARAY (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,240,3304-2-03488,Old
PORT LOKO,KAMASONDO,Mana II CHP,LUNGI LOL (KAMASONDO),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,361,3304-2-03461,Old
PORT LOKO,KAMASONDO,Mana II CHP,MABOM,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,359,3304-2-15269,Old
PORT LOKO,KAMASONDO,Mana II CHP,MAKOYA (KAMASONDO),UMAR BIN ALKHATAB ISLAMIC PRIMARY SCHOOL_2026_new,264,3304-2-03463,Old
PORT LOKO,KAMASONDO,Mana II CHP,GBOMBANA (KAMASONDO),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,293,3304-2-03480,Old
PORT LOKO,KAMASONDO,Mana II CHP,Borupe,Stand Firm Primary School_2026_new,335,9999-9-99999,Old
PORT LOKO,KAMASONDO,Mana II CHP,Robay,MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL_2026_new,0,9999-9-99999,New
PORT LOKO,MARAMPA,MANGA ACRA CHC,MATHENEH (MARAMPA),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,123,3311-2-03886,New
PORT LOKO,MARAMPA,MANGA ACRA CHC,ROFAIKAN (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,241,3311-2-03879,Old
PORT LOKO,MARAMPA,MANGA ACRA CHC,MAMASA (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,253,3311-2-03885,Old
PORT LOKO,MARAMPA,MANGA ACRA CHC,MANGE ACRE (MARAMPA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL_2026_new,352,3311-2-03878,Old
PORT LOKO,BUREH,Mange CHC,MANGE BUREH (BUREH),AFRICA METHODIST EPISCOPAL PRIMARY SCHOOL_2026_new,230,3302-2-03263,Old
PORT LOKO,BUREH,Mange CHC,MALAL THOTHOR (BUREH),KANKAYLAY ISLAMIC PRIMARY SCHOOL_2026_new,301,3302-2-03245,Old
PORT LOKO,BUREH,Mange CHC,ROGBAP (BUREH),SANKORA PRIMARY SCHOOL_2026_new,161,3302-2-03247,Old
PORT LOKO,BUREH,Mange CHC,MANGE BUREH (BUREH),HOLY ROSARY PRIMARY SCHOOL_2026_new,315,3302-2-03243,Old
PORT LOKO,BUREH,Mange CHC,ROSINT (BUREH),ROMAN CATHOLIC PRIMARY SCHOOL_2026_new,236,3302-2-03249,Old
